Base License Number,Base Name,DBA,Year,Month,Month Name,Date,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles,,
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2017,9,September,September-2017,463,0,14,,
B02531,CLEAN AIR CAR SERVICE AND PARKING CORP.,,2018,7,July,July-2018,3515,0,38,,
B03297,ABA LUXURY CAR INC.,,2021,7,July,July-2021,161,0,7,,
B02832,NYC FLY WHEELS INC.,,2021,5,May,May-2021,422,0,6,,
B02249,"LA RAZA CAR SERVICE, INC.",,2022,3,March,March-2022,1270,0,7,,
B03185,G&J LUXURY TRANSPORTATION INC,,2019,12,December,December-2019,92,0,12,,
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,ANGEL CAR SERVICE,2016,10,October,October-2016,1859,0,9,,
B00948,510 CAR SERVICE CORP,,2020,11,November,November-2020,2163,0,13,,
B01964,"GOLDEN TOUCH TRANSPORTATION OF NY, INC.",ECAR NEW YORK,2020,1,January,January-2020,2531,0,43,,
B03072,CONVENIENCE RIDE TRANSPORTATION SERVICES INC.,,2019,8,August,August-2019,126,0,3,,
B03033,FLEX EXPRESS CORP.,,2021,11,November,November-2021,2768,0,19,,
B00448,DIAL CAR INC.,,2020,5,May,May-2020,1758,0,41,,
B00131,NEW MEXICANA CAR SERVICE II INC.,AZTECA EXPRESS,2019,5,May,May-2019,2049,0,9,,
B03050,"TORINKO NY, LLC",,2018,2,February,February-2018,192,0,13,,
B02535,LFS LIMO CORP.,,2020,3,March,March-2020,9,0,3,,
B00448,DIAL CAR INC.,,2017,1,January,January-2017,259,0,39,,
B00552,HINO-MARU ENTERPRISES INC.,,2019,5,May,May-2019,161,0,23,,
B03024,URBAN CAR SERVICES LLC,WALL STREET LIMOUSINE,2018,5,May,May-2018,173,0,3,,
B02751,RELIANCE GROUP INC,,2020,12,December,December-2020,29,0,2,,
B00756,T & S HILLSIDE INC.,RED CAP CAR SERVICE,2019,6,June,June-2019,5693,0,42,,
B01907,BEN'S LUXURY CAR & LIMOUSINE SERVICE INC,,2019,12,December,December-2019,1856,0,50,,
B02101,EXEC TRANSPORT INC,EAST COAST WORLDWIDE LIMOUSINE,2018,2,February,February-2018,6844,0,220,,
B01803,"V.I.P. CONNECTION, INC.",CARLINK,2021,11,November,November-2021,1090,0,41,,
B02240,NEW APPLE TRANS. INC.,PALPAL LIMO,2020,2,February,February-2020,175,0,10,,
B00078,R & R ROAD LIMO SVCE INC,,2020,10,October,October-2020,119,0,13,,
B02546,X RADIO DISPATCHER INC.,,2017,4,April,April-2017,28116,0,162,,
B02401,NORTHSIDE BK LLC,,2020,3,March,March-2020,1954,0,43,,
B01269,DIVISION CAR & LIMO INC.,NATANYA TRANSPORTATION,2017,3,March,March-2017,1222,0,6,,
B02217,PCS LIMOUSINE INC.,,2019,10,October,October-2019,411,0,7,,
B02841,"SKYWAY EXECUTIVE SERVICE, INC",,2016,6,June,June-2016,731,0,14,,
B02191,US LIMO SYSTEM INC,,2017,5,May,May-2017,1151,0,26,,
B02759,"LAPUMA TRANSPORTATION GROUP,LLC",LAPUMA,2016,6,June,June-2016,239,0,14,,
B01679,OLLIE'S TRANSPORTATION SERVICE,OLLIE'S AIRPORT SERVICE,2018,8,August,August-2018,486,0,19,,
B02834,811 TRANSIT CORP,,2015,12,December,December-2015,445,0,13,,
B01013,AMERICANA TRANSPORTATION LLC,,2020,12,December,December-2020,857,0,6,,
B01485,FLAMINGO TRANSP. & LIMO. SERVICES INC.,,2016,1,January,January-2016,12097,0,57,,
B02569,LAPUMA GO GREEN LLC,GO GREENRIDE,2015,11,November,November-2015,2202,0,32,,
B02724,"CORE CAR, INC",,2021,3,March,March-2021,77,0,8,,
B02101,EXEC TRANSPORT INC,EAST COAST WORLDWIDE LIMOUSINE,2019,2,February,February-2019,6380,0,190,,
B02254,"FINESSE GROUP LIMOUSINE,INC.",,2020,9,September,September-2020,597,0,5,,
B02898,SANO CAR LLC,,2016,4,April,April-2016,1076,0,14,,
B01593,"NOVAK GLOBAL, INC.",SKYWAY CAR SERVICE,2017,1,January,January-2017,1421,0,11,,
B02972,BLESSING TRANSPORTATION GROUP INC,,2022,3,March,March-2022,1807,0,18,,
B01536,FIRST CLASS C/L SVC CORP,,2019,9,September,September-2019,15492,0,97,,
B02783,"PREFERRED CARE TRANSPORTATION SERVICE,INC",,2019,4,April,April-2019,2829,0,19,,
B03187,A & J CAR SERVICE CORP,,2021,6,June,June-2021,1916,0,16,,
B02461,NEW HEAVEN RADIO DISPATCH CORP,,2016,9,September,September-2016,5429,0,69,,
B02352,"SUPER FAST LIMOUSINE SERVICE, INC.",,2020,9,September,September-2020,1717,0,16,,
B02240,NEW APPLE TRANS. INC.,PALPAL LIMO,2017,7,July,July-2017,272,0,11,,
B00860,SEAMAN RADIO DISPATCHERS INC,,2020,10,October,October-2020,7717,0,55,,
b02881,DIANE CAR AND LIMO SERVICE LLC,,2017,4,April,April-2017,9591,0,43,,
B01367,"ROYAL DISPATCH SERVICES, INC.",EXECUTIVE CARS,2019,4,April,April-2019,2962,0,68,,
B01351,HADERECH CAR SERVICE INC,,2019,2,February,February-2019,80,0,1,,
B02922,"HY'S LIVERY SERVICE,INC.",,2016,11,November,November-2016,61,0,11,,
B02736,TRINITY CAR SERVICE INC,,2015,12,December,December-2015,1851,0,8,,
B01651,U.P.S. RADIO DISPATCH CORP.,WIRELESS CAR SERVICE,2016,9,September,September-2016,14254,0,121,,
B00991,BLUE LANE CAR SERVICE INC,,2019,12,December,December-2019,147,0,13,,
B02728,NEWTOWN PRIVATE CAR SERVICE INC.,,2019,6,June,June-2019,1495,0,5,,
B01963,AFRO CAR SERVICE CORP,,2018,4,April,April-2018,827,0,12,,
B00235,"ARISTACAR & LIMOUSINE, LTD.",,2020,2,February,February-2020,812,0,14,,
B01045,CAPRICE CAR SERVICE NO.2 INC.,,2018,3,March,March-2018,5250,0,38,,
B02934,JUN'S LIMOUSINE AND CAR SERVICE LLC,,2018,1,January,January-2018,426,0,4,,
B01990,SUK INCORPORATED,RAINBOW LIMO,2017,9,September,September-2017,74,0,31,,
B00597,WAKEFIELD LSG MAINT CORP,,2017,11,November,November-2017,1725,0,10,,
B02717,ZOOM CAR SERVICE INC.,,2016,3,March,March-2016,1103,0,4,,
B00112,"AYY&M TRANSPORTATION, LLC",HARBORVIEW CAR SERVICE,2020,12,December,December-2020,3741,0,11,,
B01079,THE METRO MARINE CAR SERVICE INC,MARINE LIMO & CAR SERVICE,2020,1,January,January-2020,3029,0,8,,
B00536,"WINTHROP HOLDING OF NEW YORK, INC",,2018,7,July,July-2018,3972,0,16,,
B01288,NEW ELEGANTE CAR SVC INC,ELEGANTE,2018,6,June,June-2018,1692,0,17,,
B01710,"79 MASADA III, INC.",MASADA III,2021,7,July,July-2021,7479,0,30,,
B00823,"EASTERN L.P.B.,INC.",EASTERN CAR SVCE,2017,8,August,August-2017,14227,0,117,,
B01527,NEW FAMILY RAD DISP INC,,2017,7,July,July-2017,5830,0,73,,
B03061,BLUE EAGLE TRANSPORTATION SERVICES CORP,,2019,7,July,July-2019,643,0,24,,
B03050,"TORINKO NY, LLC",,2020,6,June,June-2020,14,0,2,,
B02110,"OPTIMUM CAR & LIMO, INC.",,2020,5,May,May-2020,1277,0,23,,
B01980,"READY TO ROLL TRANSPORTATION, INC.",,2016,8,August,August-2016,436,0,18,,
B02339,SEDANZ INC.,,2020,12,December,December-2020,135,0,8,,
B03256,JETSET TRANSPORTATION CORP.,,2020,12,December,December-2020,253,0,9,,
B02462,TIFFANY'S CAR SERVICE INC.,,2016,11,November,November-2016,1712,0,14,,
B01779,APEX CAR & LIMO SVCE INC,,2015,7,July,July-2015,1148,0,27,,
B01479,PRATT CAR SERVICE INC,,2015,10,October,October-2015,1792,0,15,,
B00911,"RIVERSIDE PLUS RADIO DISPATCH, INC.",NEW WEBSTER CAR & LIMO SERVICE,2021,5,May,May-2021,2920,0,20,,
B01452,AREAS TRANSP INC,,2021,7,July,July-2021,1091,0,7,,
B02508,"DISPATCH CENTRAL, INC.",,2015,4,April,April-2015,78,0,10,,
B02120,HARRISON GLOBAL LLC,BOSTON COACH,2021,5,May,May-2021,1321,0,37,,
B02470,VAHANA INC.,,2016,9,September,September-2016,690,0,13,,
B01129,GTWY INC,GATEWAY CAR & LIMO SVCE,2018,2,February,February-2018,4741,0,17,,
B01148,EVELYN CAR SERVICE INC,,2019,10,October,October-2019,4237,0,38,,
B02408,"PETER EXECUTIVE LIMOUSINE, CORP",,2020,11,November,November-2020,24,0,5,,
B01768,NEW SUPERIOR RADIO GRP CORP,,2015,10,October,October-2015,10586,0,78,,
B01424,EAGLE CAR & LIMO LTD.,,2017,2,February,February-2017,7,0,2,,
B02731,EMES OF BOROPARK CAR SERVICE INC,,2017,12,December,December-2017,529,0,6,,
B02531,CLEAN AIR CAR SERVICE AND PARKING CORP.,,2017,12,December,December-2017,5247,0,38,,
B02213,"EXPRESS 11 CAR SERVICE, INC.",,2018,3,March,March-2018,2233,0,11,,
B02609,BERLINEZ INC,,2016,2,February,February-2016,1338,0,8,,
B03268,NEZA EXPRESS INC.,,2021,7,July,July-2021,442,0,4,,
B02747,LEGEND LUXURY LIMO INC.,,2020,1,January,January-2020,176,0,44,,
B01308,LIL'D DISPATCH INC.,STRICTLY CAR SERVICE,2018,5,May,May-2018,3618,0,19,,
B01087,ELITE LIMO PLUS INC,,2019,10,October,October-2019,22187,0,427,,
B03162,IMPERIUM TRANS GROUP INC,,2019,11,November,November-2019,5996,0,29,,
B02472,NEW BUSHWICK LUXURY INC.,,2019,8,August,August-2019,6547,0,37,,
B02026,A RIDE FOR ALL LLC,,2021,1,January,January-2021,8,0,1,,
B01351,HADERECH CAR SERVICE INC,,2020,2,February,February-2020,160,0,2,,
B03331,GIGI NYC INC,,2021,6,June,June-2021,425,0,5,,
B02947,"ONIX TRANSPORTATION, INC",,2017,12,December,December-2017,7024,0,51,,
B03250,SALAM CAR SERVICE INC.,,2020,6,June,June-2020,897,0,9,,
B02924,CELEBRITY LUXURY INC.,,2017,2,February,February-2017,4117,0,41,,
B01437,MERENGUE LIMO & C/S INC,,2019,3,March,March-2019,4845,0,105,,
B00889,MEXICANA CAR SERVICE INC.,,2021,7,July,July-2021,2272,0,12,,
B01875,ON LINE LIMOUSINE LLC,,2019,8,August,August-2019,831,0,22,,
B03080,AMBAR TRANSPORTATION INC.,,2019,11,November,November-2019,6232,0,83,,
B01129,GTWY INC,GATEWAY CAR & LIMO SVCE,2019,7,July,July-2019,3721,0,15,,
B00412,NYC 2 WAY INTERNATIONAL LTD,NYC TWO WAY INC.,2015,8,August,August-2015,8617,0,123,,
B00254,XYZ TWO WAY RADIO,,2021,4,April,April-2021,5583,0,91,,
B02553,"NEW JUBILEE CAR SERVICE, INC.",,2019,3,March,March-2019,1654,0,11,,
B02110,"OPTIMUM CAR & LIMO, INC.",,2017,4,April,April-2017,1343,0,7,,
B03006,HUDSON HEIGHTS TRANSPORTATION INC.,,2021,4,April,April-2021,285,0,10,,
B02127,"CONTINENTAL RIDE, INC.",I + I TRANSPORTATION,2018,11,November,November-2018,93,0,7,,
B00271,UTOG 2-WAY RADIO INC,UTOG CORPORATE CAR SERVICE,2020,11,November,November-2020,3322,0,82,,
B01444,REGO PARK EXPRESS INC.,,2018,8,August,August-2018,3121,0,18,,
B01308,LIL'D DISPATCH INC.,STRICTLY CAR SERVICE,2020,2,February,February-2020,4183,0,19,,
B02855,JUNIORS LUXURY INC,MEGA JUNIORS,2021,3,March,March-2021,1796,0,12,,
B03204,EXTRA CAR SERVICE LLC,,2021,2,February,February-2021,6,0,1,,
B02219,ALL QUEENS CAR & LIMOUSINE INC.,CAR ON TIME,2018,7,July,July-2018,60,0,5,,
B02148,MAVRIK TRANS INC.,,2016,3,March,March-2016,664,0,36,,
B03016,BEST DEAL BLACK INC.,,2021,4,April,April-2021,29574,0,168,,
B01623,JAMAICA EXPRESS CAR SERVICE INC.,SUNSHINE CAR SERVICE,2019,10,October,October-2019,1122,0,4,,
B02144,"SILVER STAR LIMOUSINES, INC.",,2018,7,July,July-2018,226,0,11,,
B01183,ODYSSEY GLOBAL TRANSPORTATION & LIMO LLC.,,2018,2,February,February-2018,1354,0,31,,
B00477,INTA-BORO ACRES INC,,2019,2,February,February-2019,6789,0,142,,
B02699,PRESIDENTIAL LUXURY LIMO INC.,,2016,12,December,December-2016,1479,0,33,,
B00419,KOOP DISPATCHING INC.,,2015,6,June,June-2015,1589,0,15,,
B00860,SEAMAN RADIO DISPATCHERS INC,,2016,11,November,November-2016,40859,0,197,,
B01989,"ICS-NY, INC.",,2018,6,June,June-2018,405,0,22,,
B00531,"FRIENDLY BEST-WAY TRANSPORTATION, INC.",,2017,8,August,August-2017,1965,0,16,,
B02769,MAVROS TRANSPORTATION INC,,2018,4,April,April-2018,210,0,9,,
B00937,RIVERSIDE RADIO DISPATCHER,,2020,9,September,September-2020,14418,0,81,,
B00280,FLEET RADIO DISPATCH CORP.,MINUTEMEN,2015,2,February,February-2015,6414,0,98,,
B01309,ACME LIMOUSINE LLC,ARROW TRANSPORTATION,2019,10,October,October-2019,305,0,16,,
B02331,"CHICO EXPRESS LIMO, INC.",,2016,5,May,May-2016,1746,0,11,,
B02093,V.J. CAR & LIMO SVC INC.,,2019,12,December,December-2019,615,0,3,,
B03050,"TORINKO NY, LLC",,2020,1,January,January-2020,59,0,8,,
B02315,LA MORENITA CAR LIMO SERVICE INC,,2019,7,July,July-2019,1431,0,7,,
b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,,2016,6,June,June-2016,2025,0,8,,
B03188,JC LUXURY INC,J.C. DEBORAHLIMO,2019,8,August,August-2019,2574,0,62,,
B00628,"CONCORD LIMOUSINE 1, LLC",,2015,1,January,January-2015,992,0,290,,
B02709,DASH CAR SERVICE CORP,,2018,7,July,July-2018,934,412,3,,
b01013,AMERICANA TRANSPORTATION LLC,,2016,8,August,August-2016,1688,0,7,,
B01699,DT BROOKLYN CAR AND LIMO SVC. INC.,FIVE BOROUGHS CAR SERVICE,2016,1,January,January-2016,325,0,6,,
B02352,"SUPER FAST LIMOUSINE SERVICE, INC.",,2017,5,May,May-2017,5547,0,22,,
B02803,OUTSIDE'S CAR SERVICE INC.,,2019,3,March,March-2019,1180,0,41,,
B01653,ART'S PLACE INC.,ON TIME CAR SERVICE,2019,6,June,June-2019,3485,0,15,,
B02795,LIMO SEVEN TRANSPORTATION INC,,2019,3,March,March-2019,3019,0,17,,
B02922,"HY'S LIVERY SERVICE,INC.",,2017,7,July,July-2017,17,0,8,,
B00552,HINO-MARU ENTERPRISES INC.,,2015,4,April,April-2015,1124,0,53,,
B01200,NEW YORK APPLE CAR SERVICE INC,N Y LIMO & CAR SVCE,2017,12,December,December-2017,4422,0,22,,
B02248,HYBRID LIMO EXPRESS INC.,,2017,9,September,September-2017,818,0,5,,
B03211,GREENLIGHT TRANSPORTATION SERVICE,,2021,12,December,December-2021,198,0,4,,
B00111,SKYLINE CREDIT RIDE INC,,2018,6,June,June-2018,13515,0,260,,
B02724,"CORE CAR, INC",,2019,10,October,October-2019,511,0,26,,
B01667,"NEW GOLDEN HORSE C/L SVC,INC.",,2019,3,March,March-2019,29605,0,154,,
B02379,THE OPTION TRANSPORTATION CORP.,,2018,9,September,September-2018,2788,0,38,,
B01259,THE NEW BROOKLYN C/S INC,,2017,2,February,February-2017,20319,0,73,,
B01667,"NEW GOLDEN HORSE C/L SVC,INC.",,2020,4,April,April-2020,1419,0,22,,
B02643,LORY CAR SERVICE CORP.,,2020,7,July,July-2020,570,0,3,,
B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,,2021,6,June,June-2021,25,0,1,,
B02795,LIMO SEVEN TRANSPORTATION INC,,2021,9,September,September-2021,2498,0,15,,
B01300,KENNEDY RAD DISP INC,,2016,11,November,November-2016,14536,0,120,,
B01312,BROOKLYN RAD DISP INC,,2020,2,February,February-2020,2698,0,19,,
B02990,GO MY SEDAN LLC,,2020,6,June,June-2020,16,0,2,,
B02971,"ULTRA BLACK CAR TRANSPORTATION, CORP.",,2021,6,June,June-2021,283,0,55,,
B02144,"SILVER STAR LIMOUSINES, INC.",,2016,9,September,September-2016,348,0,12,,
B02352,"SUPER FAST LIMOUSINE SERVICE, INC.",,2017,10,October,October-2017,4198,0,21,,
B02369,UNICAR LUXURY INC.,,2018,6,June,June-2018,7,0,4,,
B00272,BIG APPLE CAR INC,,2019,10,October,October-2019,2273,0,79,,
B02614,MEXICO LA  NEW POBLANITA EXPRESS INC.,,2017,8,August,August-2017,2433,0,10,,
B02898,SANO CAR LLC,,2016,7,July,July-2016,2953,0,29,,
B02138,"GUADALUPANA CAR LIMO, INC",,2018,11,November,November-2018,477,0,3,,
B02331,"CHICO EXPRESS LIMO, INC.",,2021,10,October,October-2021,996,0,3,,
B03330,OSO AUTO CORP,,2022,2,February,February-2022,44,0,1,,
B03017,SDR TRANSPORTATION CORP.,,2019,3,March,March-2019,1228,0,49,,
B02424,FRIENDLY RIDE INC,,2017,1,January,January-2017,385,0,22,,
B02996,FOREVER BLUE CAR SERVICE INC.,,2018,9,September,September-2018,1257,0,25,,
B03268,NEZA EXPRESS INC.,,2021,10,October,October-2021,681,0,4,,
B02794,ASAP LUXE INC,,2019,4,April,April-2019,1842,0,10,,
B00955,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.,,2016,4,April,April-2016,2589,0,40,,
B00706,"VIC & BAY CAR SERVICE, INC",DEJOY'S RED TOP,2018,7,July,July-2018,2826,0,25,,
B01727,"CHAUFFEUR SERVICES, INC.",NICE GUYS LIMO,2018,7,July,July-2018,9,0,1,,
B03138,WST LIMOUSINE LLC,,2021,5,May,May-2021,88,0,9,,
B01606,LA MEXICANA EXPRESS INC.,,2016,7,July,July-2016,40560,0,146,,
B01066,DOMINICANA RAD DISP INC,,2021,5,May,May-2021,348,0,4,,
B02157,REAGAN CONVEYANCE  CORP.,DELUX TRANSPORTATION SERVICES,2018,9,September,September-2018,4393,0,143,,
B03220,PASEO TRANSPORTATION INC.,,2021,7,July,July-2021,343,0,3,,
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,2015,6,June,June-2015,20344,0,122,,
B01466,FIVE STAR,,2017,3,March,March-2017,3284,0,11,,
B00619,"HOLA CAR SERVICE,INC.",,2016,5,May,May-2016,778,0,6,,
B00296,PRIME TIME TRANS. INC,,2020,4,April,April-2020,290,0,4,,
B02373,QUIET SERVICES INC,GOLDEN CLASS LIMO,2019,9,September,September-2019,260,0,14,,
B02535,LFS LIMO CORP.,,2015,6,June,June-2015,40,0,7,,
B01233,NEW LACONIA RAD DISP INC,,2020,11,November,November-2020,5351,0,31,,
B01854,EUROPE LIMOUSINE SERVICE INC,,2017,12,December,December-2017,1436,0,36,,
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,ANGEL CAR SERVICE,2015,6,June,June-2015,3220,0,21,,
B02535,LFS LIMO CORP.,,2019,3,March,March-2019,28,0,7,,
B02173,ADMIRE LLP LLC,,2021,7,July,July-2021,121,0,36,,
B01711,FLUSHING LIMO TRANSP CORP,,2017,7,July,July-2017,5326,0,23,,
B01039,NYC WHEELS CAR SERVICE INC.,COMMUNICARE CAR SERVICE,2016,10,October,October-2016,4201,0,17,,
B02416,"NEW STORM CAR SERVICE, INC.",,2020,11,November,November-2020,2638,0,6,,
B02988,"BED STAR DRIVERS ASSOCIATES, INC",,2017,2,February,February-2017,170,0,6,,
B01280,BENSONHURST RIDE INC.,,2018,6,June,June-2018,4284,0,23,,
B02537,ALLTOWN LIMO CORP.,,2020,6,June,June-2020,2356,0,26,,
B01128,PAK-EAGLE INC.,JEWEL CAR SERVICE,2018,2,February,February-2018,1785,0,6,,
b01700,LINDEN EXPRESS CAR SERVICES INC.,,2017,1,January,January-2017,1042,0,7,,
B02287,ROAD NEW YORK ENTERPRISES INC.,DAI-ICHI LIMOUSINE,2018,5,May,May-2018,143,0,7,,
B03046,"BEL-LINDA, INC",ISLANDER TRANS,2018,7,July,July-2018,3367,0,15,,
B02026,A RIDE FOR ALL LLC,,2019,11,November,November-2019,43,0,1,,
b00941,PERSONAL TOUCH C/S,,2016,3,March,March-2016,3281,0,19,,
B02664,CORPORATE CAR LTD.,,2021,6,June,June-2021,28,0,8,,
B00965,BEN JEVO MGT. INC.,NEWPORT CAR SERVICE,2017,9,September,September-2017,11885,0,71,,
B01625,GLOBE CAR SERVICE INC,,2017,2,February,February-2017,1894,0,5,,
B01273,PUERTO RICO CAR SERVICE INC.,,2017,11,November,November-2017,7649,0,40,,
B02653,NEW COLLEGE CAR SVCE INC,,2021,12,December,December-2021,4222,0,27,,
B00449,A KINGS HWY C/S INC.,,2021,3,March,March-2021,5452,0,13,,
B03107,JD XPRESS INC.,,2020,4,April,April-2020,193,0,7,,
B02285,"VALERA GLOBAL, INC.",,2020,1,January,January-2020,2854,0,59,,
B02253,"CRESTWOOD CAR & LIMO SVC,LTD",,2020,5,May,May-2020,21,0,6,,
B02797,CJ LIMOUSINE LLC,,2019,11,November,November-2019,357,0,17,,
B02120,HARRISON GLOBAL LLC,BOSTON COACH,2016,4,April,April-2016,8073,0,160,,
B00345,MARTIN'S BELLE HARBOR CAR SERVICE,,2021,11,November,November-2021,77,0,4,,
B03297,ABA LUXURY CAR INC.,,2020,6,June,June-2020,30,0,7,,
B03367,SHOW LIMO CORP.,,2022,3,March,March-2022,107,0,11,,
B00271,UTOG 2-WAY RADIO INC,UTOG CORPORATE CAR SERVICE,2021,7,July,July-2021,3737,0,73,,
B02569,LAPUMA GO GREEN LLC,GO GREENRIDE,2018,4,April,April-2018,176,0,17,,
B01653,ART'S PLACE INC.,ON TIME CAR SERVICE,2015,9,September,September-2015,2947,0,13,,
B01989,"ICS-NY, INC.",,2018,4,April,April-2018,532,0,18,,
B01268,LAKEVIEW CARS INC.,CLOVE LAKE CARS,2018,2,February,February-2018,28335,0,92,,
B00196,NEW EASY WAY RADIO DISP INC,,2018,11,November,November-2018,140,0,8,,
B01700,LINDEN EXPRESS CAR SERVICES INC.,,2019,8,August,August-2019,1014,0,6,,
B03100,MORELOS CAR SERVICE INC.,,2020,1,January,January-2020,51,0,1,,
B02803,OUTSIDE'S CAR SERVICE INC.,,2018,3,March,March-2018,7478,0,53,,
B02963,GULF LUXURY INC,,2019,1,January,January-2019,124,0,5,,
B01998,FIRST CORPORATE SEDANS INC.,,2016,9,September,September-2016,9674,0,282,,
B00346,MERRICK C/S INC,,2019,10,October,October-2019,756,0,4,,
B01190,NEW BELL CAR SERVICE CORP,,2016,5,May,May-2016,5998,0,26,,
B01803,"V.I.P. CONNECTION, INC.",CARLINK,2020,9,September,September-2020,53,0,19,,
B00429,SURF CAR SYSTEMS INC,,2016,10,October,October-2016,12497,0,22,,
B01332,SKYWAY CAR SERVICE EXPRESS INC.,,2019,12,December,December-2019,273,0,6,,
B02416,"NEW STORM CAR SERVICE, INC.",,2015,12,December,December-2015,9732,0,16,,
B02599,CMS LIMO INC.,,2021,10,October,October-2021,144,0,4,,
B03158,SPOTON.PET LLC,,2021,3,March,March-2021,46,0,7,,
B03092,USA LIMOUSINE SERVICE CORP,VPZ EXECUTIVE LIMO,2020,8,August,August-2020,285,0,11,,
B03033,FLEX EXPRESS CORP.,,2018,5,May,May-2018,5305,0,26,,
B01923,"AVID INTERNATIONAL, INC.",,2017,11,November,November-2017,815,0,15,,
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2016,5,May,May-2016,674,0,11,,
B02292,NEW YORK APPLE V.I.P. CORP,,2019,9,September,September-2019,3919,0,34,,
b02739,TRAXLINE CAR SERVICE INC.,,2017,2,February,February-2017,1010,0,10,,
B02138,"GUADALUPANA CAR LIMO, INC",,2017,2,February,February-2017,4916,0,19,,
B01200,NEW YORK APPLE CAR SERVICE INC,N Y LIMO & CAR SVCE,2021,9,September,September-2021,2089,0,16,,
B02627,A PEGASUS LIMOUSINE CORP.,APL LIMO,2019,6,June,June-2019,109,0,7,,
B02833,ADVANCED LUXURY LIMO SVC. INC.,,2021,9,September,September-2021,377,0,3,,
B02162,A B C SHUTTLE SERVICES CORPORATION,ABC CAR SERVICES,2020,12,December,December-2020,972,0,14,,
B00280,FLEET RADIO DISPATCH CORP.,MINUTEMEN,2019,10,October,October-2019,2926,0,57,,
B00210,"HOWARD CAR SERVICE,INC.",,2019,3,March,March-2019,101,0,13,,
B00481,806 SERVICE LLC,18TH AVENUE PRIVATE CAR SERVICE INC,2016,11,November,November-2016,1939,0,10,,
B01051,B Q N C/S CORP,,2020,6,June,June-2020,10520,0,46,,
B00932,NATASHAS GRP CAR CORP,,2018,9,September,September-2018,3688,0,26,,
B02096,"CET GROUP, INC",,2015,5,May,May-2015,274,0,64,,
B02229,NEW FAT INC.,ELEGANTE,2017,1,January,January-2017,4031,0,33,,
B03290,VOCES TRANSPORTATION MANAGEMENT CORP,,2021,8,August,August-2021,167,0,7,,
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2020,4,April,April-2020,7,0,1,,
B02037,KINGSDALE DISPATCH INC,,2016,6,June,June-2016,2435,0,12,,
B02574,"MTC LIMOUSINE & CORPORATE COACH,INC.",,2015,6,June,June-2015,1972,0,61,,
B00310,WATSON CAR SERVICE INC.,,2018,11,November,November-2018,17179,0,85,,
B01318,LOWER EAST SIDE C/S CORP,,2020,6,June,June-2020,611,0,9,,
B02655,LONG ISLAND CITY CAR AND LIMO INC.,A2B CORPORATE SEDAN,2018,3,March,March-2018,67,0,8,,
B00972,N.J.M.INC.,MID ISLAND CAR SVCE,2019,1,January,January-2019,3846,0,15,,
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2018,7,July,July-2018,3229,0,21,,
B02316,"AJAY CAR SERVICE, LLC.",,2017,7,July,July-2017,175,0,6,,
B01394,KINGSWAY CAR & LIMO SVC INC,,2016,1,January,January-2016,1709,0,8,,
B01417,NESHER EXPRESS CAR SERVICE 2 INC.,,2020,9,September,September-2020,2012,0,7,,
B02912,FIRST CLASS LUXURY INC,,2018,8,August,August-2018,999,0,5,,
B01386,FENIX PREMIUM CORP.,,2017,12,December,December-2017,6751,0,26,,
B01051,B Q N C/S CORP,,2015,12,December,December-2015,42433,0,204,,
B02925,SIGNATURE BLACK CAR LLC,,2019,10,October,October-2019,648,0,22,,
B03280,ARMONY TRANSPORTATION INC.,,2021,3,March,March-2021,742,0,26,,
B01639,HIGH CLASS LIMO CAR SVCE CORP,,2019,6,June,June-2019,7084,0,84,,
B02557,185 MALTA CAR SERVICE LLC,,2020,11,November,November-2020,1056,0,16,,
B02811,M.L TRIPS CORP.,,2018,2,February,February-2018,1505,0,31,,
B02334,"GROUND TRAVEL SERVICES II, LTD.",GTS,2017,3,March,March-2017,662,0,22,,
B02004,METROPOLITAN MULTIPLEX CAR SERVICE CORP.,,2017,11,November,November-2017,2202,0,10,,
B01066,DOMINICANA RAD DISP INC,,2017,1,January,January-2017,17537,0,92,,
B01236,BLS LIMO SVC OF NY INC,,2018,1,January,January-2018,1994,0,81,,
B02021,EASYRIDE CAR SERVICE INC.,,2019,2,February,February-2019,1886,0,9,,
B02627,A PEGASUS LIMOUSINE CORP.,APL LIMO,2018,7,July,July-2018,112,0,9,,
B00254,XYZ TWO WAY RADIO,,2018,4,April,April-2018,16406,0,241,,
B01339,R C AUDUBON SVC INC,,2017,2,February,February-2017,13371,0,110,,
B02389,"EMBARQUE N.Y., INC.",,2019,3,March,March-2019,4,0,2,,
B01145,ULTRA RADIO DISP INC,,2020,9,September,September-2020,32061,0,191,,
B02243,BARONAS LUXURY II INC,,2017,2,February,February-2017,3842,0,66,,
